chrom_ref,start_ref,end_ref,strand_ref,gene_id,transcript_id,gene_name,ref_gene_id
14,21018457,21018504,-,MSTRG.9380,ENST00000556008,NDRG2,ENSG00000165795
14,21018457,21018504,-,MSTRG.9380,ENST00000557416,NDRG2,ENSG00000165795
14,21018457,21018504,-,MSTRG.9380,ENST00000556366,NDRG2,ENSG00000165795
14,21018457,21018504,-,MSTRG.9380,ENST00000556974,NDRG2,ENSG00000165795
14,21018457,21018504,-,MSTRG.9380,ENST00000555026,NDRG2,ENSG00000165795
9,15479591,15479687,-,MSTRG.33086,MSTRG.33086.1,,
9,15479591,15479687,-,MSTRG.33086,MSTRG.33086.2,,
9,15479591,15479687,-,MSTRG.33086,MSTRG.33086.3,,
9,15479591,15479687,-,MSTRG.33086,MSTRG.33086.5,,
9,15479591,15479687,-,MSTRG.33086,MSTRG.33086.6,,
9,15479591,15479687,-,MSTRG.33086,MSTRG.33086.8,,
9,15479591,15479687,-,MSTRG.33086,ENST00000380738,PSIP1,ENSG00000164985
9,15479591,15479687,-,MSTRG.33086,ENST00000380733,PSIP1,ENSG00000164985
9,15479591,15479687,-,MSTRG.33086,MSTRG.33086.11,,
9,15479591,15479687,-,MSTRG.33086,MSTRG.33086.12,,
9,15479591,15479687,-,MSTRG.33086,ENST00000380716,PSIP1,ENSG00000164985
9,15479591,15479687,-,MSTRG.33086,ENST00000380715,PSIP1,ENSG00000164985
9,15479591,15479687,-,MSTRG.33086,ENST00000397519,PSIP1,ENSG00000164985
2,55922899,55922939,-,MSTRG.18614,MSTRG.18614.1,,
2,55922899,55922939,-,MSTRG.18614,MSTRG.18614.3,,
2,55922899,55922939,-,MSTRG.18614,MSTRG.18614.6,,
2,55922899,55922939,-,MSTRG.18614,ENST00000355426,EFEMP1,ENSG00000115380
2,55922899,55922939,-,MSTRG.18614,MSTRG.18614.12,,
2,55922899,55922939,-,MSTRG.18614,ENST00000439193,EFEMP1,ENSG00000115380
2,55922899,55922939,-,MSTRG.18614,ENST00000440439,EFEMP1,ENSG00000115380
2,55922899,55922939,-,MSTRG.18614,ENST00000429909,EFEMP1,ENSG00000115380
2,55922899,55922939,-,MSTRG.18614,ENST00000452337,EFEMP1,ENSG00000115380
2,55922899,55922939,-,MSTRG.18614,ENST00000424207,EFEMP1,ENSG00000115380
9,96514216,96514369,-,MSTRG.33781,MSTRG.33781.3,,
11,36393846,36394011,+,MSTRG.5406,ENST00000527172,PRR5L,ENSG00000135362
11,36393846,36394011,+,MSTRG.5406,ENST00000526728,PRR5L,ENSG00000135362
11,36393846,36394011,+,MSTRG.5406,ENST00000524380,PRR5L,ENSG00000135362
11,36393846,36394011,+,MSTRG.5406,MSTRG.5406.11,,
11,36393846,36394011,+,MSTRG.5406,ENST00000526682,PRR5L,ENSG00000135362
11,36393846,36394011,+,MSTRG.5406,ENST00000527751,PRR5L,ENSG00000135362
11,36393846,36394011,+,MSTRG.5406,ENST00000532578,PRR5L,ENSG00000135362
8,67120879,67121132,+,MSTRG.32188,MSTRG.32188.8,,
8,67120879,67121132,+,MSTRG.32188,MSTRG.32188.9,,
8,67120879,67121132,+,MSTRG.32188,MSTRG.32188.17,,
8,67120879,67121132,+,MSTRG.32188,MSTRG.32188.18,,
16,635612,635774,-,MSTRG.11893,ENST00000614890,METTL26,ENSG00000130731
16,635612,635774,-,MSTRG.11893,ENST00000301686,METTL26,ENSG00000130731
16,635612,635774,-,MSTRG.11893,ENST00000397666,METTL26,ENSG00000130731
16,635612,635774,-,MSTRG.11893,ENST00000456420,METTL26,ENSG00000130731
16,635612,635774,-,MSTRG.11893,ENST00000397665,METTL26,ENSG00000130731
16,635612,635774,-,MSTRG.11893,ENST00000568773,METTL26,ENSG00000130731
12,56298609,56299034,-,MSTRG.7605,MSTRG.7605.15,,
1,99678154,99678247,+,MSTRG.1645,MSTRG.1645.1,,
8,143827385,143827536,-,MSTRG.32850,MSTRG.32850.8,,
8,143827385,143827536,-,MSTRG.32850,MSTRG.32850.10,,
8,143827385,143827536,-,MSTRG.32850,ENST00000529999,PUF60,ENSG00000179950
8,143827385,143827536,-,MSTRG.32850,ENST00000531897,PUF60,ENSG00000179950
8,143827385,143827536,-,MSTRG.32850,ENST00000533162,PUF60,ENSG00000179950
17,82179027,82179189,-,MSTRG.15465,MSTRG.15465.1,,
17,82179027,82179189,-,MSTRG.15465,ENST00000392347,CCDC57,ENSG00000176155
17,82179027,82179189,-,MSTRG.15465,ENST00000389641,CCDC57,ENSG00000176155
17,82179027,82179189,-,MSTRG.15465,ENST00000392343,CCDC57,ENSG00000176155
18,12840714,12840962,-,MSTRG.15690,MSTRG.15690.1,,
18,12840714,12840962,-,MSTRG.15690,MSTRG.15690.3,,
18,12840714,12840962,-,MSTRG.15690,ENST00000591497,PTPN2,ENSG00000175354
19,11510617,11510660,-,MSTRG.16613,MSTRG.16613.6,,
19,11510617,11510660,-,MSTRG.16613,MSTRG.16613.18,,
19,11510617,11510660,-,MSTRG.16613,ENST00000592571,ECSIT,ENSG00000130159
5,869245,869394,-,MSTRG.26087,MSTRG.26087.20,,
5,869245,869394,-,MSTRG.26087,MSTRG.26087.23,,
5,869245,869394,-,MSTRG.26087,MSTRG.26087.24,,
5,869245,869394,-,MSTRG.26087,MSTRG.26087.26,,
5,869245,869394,-,MSTRG.26087,MSTRG.26087.29,,
5,869245,869394,-,MSTRG.26087,MSTRG.26087.30,,
5,869245,869394,-,MSTRG.26087,MSTRG.26087.31,,
5,869245,869394,-,MSTRG.26087,MSTRG.26087.34,,
5,869245,869394,-,MSTRG.26087,MSTRG.26087.35,,
5,869245,869394,-,MSTRG.26087,MSTRG.26087.39,,
5,869245,869394,-,MSTRG.26087,MSTRG.26087.40,,
5,869245,869394,-,MSTRG.26087,MSTRG.26087.41,,
5,869245,869394,-,MSTRG.26087,MSTRG.26087.45,,
5,869245,869394,-,MSTRG.26087,ENST00000489816,BRD9,ENSG00000028310
5,869245,869394,-,MSTRG.26087,ENST00000523139,BRD9,ENSG00000028310
5,869245,869394,-,MSTRG.26087,ENST00000518251,BRD9,ENSG00000028310
1,46663833,46663923,-,MSTRG.1041,ENST00000542495,ATPAF1,ENSG00000123472
1,46663833,46663923,-,MSTRG.1041,MSTRG.1041.8,,
1,46663833,46663923,-,MSTRG.1041,ENST00000529214,ATPAF1,ENSG00000123472
1,46663833,46663923,-,MSTRG.1041,ENST00000487193,ATPAF1,ENSG00000123472
1,46663833,46663923,-,MSTRG.1041,ENST00000525633,ATPAF1,ENSG00000123472
17,82447580,82447621,-,MSTRG.15480,MSTRG.15480.1,,
17,82447580,82447621,-,MSTRG.15480,ENST00000306645,C17orf62,ENSG00000178927
17,82447580,82447621,-,MSTRG.15480,ENST00000584024,C17orf62,ENSG00000178927
17,82447580,82447621,-,MSTRG.15480,ENST00000437807,C17orf62,ENSG00000178927
17,82447580,82447621,-,MSTRG.15480,MSTRG.15480.12,,
17,82447580,82447621,-,MSTRG.15480,ENST00000583617,C17orf62,ENSG00000178927
17,82447580,82447621,-,MSTRG.15480,ENST00000585064,C17orf62,ENSG00000178927
17,82447580,82447621,-,MSTRG.15480,ENST00000577732,C17orf62,ENSG00000178927
17,82447580,82447621,-,MSTRG.15480,ENST00000578919,C17orf62,ENSG00000178927
17,82447580,82447621,-,MSTRG.15480,ENST00000584503,C17orf62,ENSG00000178927
17,82447580,82447621,-,MSTRG.15480,ENST00000585080,C17orf62,ENSG00000178927
17,82447580,82447621,-,MSTRG.15480,ENST00000577888,C17orf62,ENSG00000178927
17,82447580,82447621,-,MSTRG.15480,ENST00000578913,C17orf62,ENSG00000178927
17,82447580,82447621,-,MSTRG.15480,ENST00000584891,C17orf62,ENSG00000178927
17,82447580,82447621,-,MSTRG.15480,ENST00000584408,C17orf62,ENSG00000178927
17,82447580,82447621,-,MSTRG.15480,ENST00000577696,C17orf62,ENSG00000178927
17,82447580,82447621,-,MSTRG.15480,ENST00000577471,C17orf62,ENSG00000178927
17,82447580,82447621,-,MSTRG.15480,ENST00000577834,C17orf62,ENSG00000178927
17,82447580,82447621,-,MSTRG.15480,ENST00000578941,C17orf62,ENSG00000178927
17,82447580,82447621,-,MSTRG.15480,ENST00000582608,C17orf62,ENSG00000178927
17,82447580,82447621,-,MSTRG.15480,ENST00000583359,C17orf62,ENSG00000178927
13,19661963,19662081,+,MSTRG.8581,MSTRG.8581.6,,
19,3572861,3573021,-,MSTRG.16335,ENST00000588626,MFSD12,ENSG00000161091
19,3572861,3573021,-,MSTRG.16335,ENST00000586402,MFSD12,ENSG00000161091
1,220798152,220798275,+,MSTRG.3126,MSTRG.3126.12,,
1,220798152,220798275,+,MSTRG.3126,MSTRG.3126.13,,
1,220798152,220798275,+,MSTRG.3126,MSTRG.3126.18,,
1,220798152,220798275,+,MSTRG.3126,MSTRG.3126.20,,
1,220798152,220798275,+,MSTRG.3126,MSTRG.3126.22,,
1,220798152,220798275,+,MSTRG.3126,ENST00000463976,MARC1,ENSG00000186205
6,52674922,52675044,+,MSTRG.28735,MSTRG.28735.3,,
16,30985653,30985824,+,MSTRG.12660,ENST00000297679,HSD3B7,ENSG00000099377
11,294379,294478,+,MSTRG.4924,MSTRG.4924.4,,
16,23559779,23559868,+,MSTRG.12455,MSTRG.12455.3,,
16,23559779,23559868,+,MSTRG.12455,ENST00000569919,UBFD1,ENSG00000103353
19,16361779,16361984,-,MSTRG.16777,ENST00000602022,EPS15L1,ENSG00000127527
19,16361779,16361984,-,MSTRG.16777,ENST00000455140,EPS15L1,ENSG00000127527
6,143472160,143472420,+,MSTRG.29408,MSTRG.29408.1,,
3,136327155,136327255,+,MSTRG.23909,MSTRG.23909.1,,
3,136327155,136327255,+,MSTRG.23909,ENST00000251654,PCCB,ENSG00000114054
3,136327155,136327255,+,MSTRG.23909,MSTRG.23909.3,,
3,136327155,136327255,+,MSTRG.23909,MSTRG.23909.4,,
3,136327155,136327255,+,MSTRG.23909,MSTRG.23909.5,,
3,136327155,136327255,+,MSTRG.23909,MSTRG.23909.6,,
3,136327155,136327255,+,MSTRG.23909,ENST00000466072,PCCB,ENSG00000114054
3,136327155,136327255,+,MSTRG.23909,ENST00000483687,PCCB,ENSG00000114054
3,136327155,136327255,+,MSTRG.23909,ENST00000490504,PCCB,ENSG00000114054
3,136327155,136327255,+,MSTRG.23909,ENST00000482086,PCCB,ENSG00000114054
3,136327155,136327255,+,MSTRG.23909,ENST00000462637,PCCB,ENSG00000114054
3,136327155,136327255,+,MSTRG.23909,ENST00000468777,PCCB,ENSG00000114054
3,136327155,136327255,+,MSTRG.23909,ENST00000471595,PCCB,ENSG00000114054
3,136327155,136327255,+,MSTRG.23909,ENST00000469217,PCCB,ENSG00000114054
3,136327155,136327255,+,MSTRG.23909,MSTRG.23909.18,,
3,136327155,136327255,+,MSTRG.23909,MSTRG.23909.19,,
3,136327155,136327255,+,MSTRG.23909,MSTRG.23909.20,,
1,46194844,46194961,-,MSTRG.1027,MSTRG.1027.1,,
1,46194844,46194961,-,MSTRG.1027,MSTRG.1027.3,,
1,46194844,46194961,-,MSTRG.1027,MSTRG.1027.4,,
1,46194844,46194961,-,MSTRG.1027,MSTRG.1027.5,,
1,46194844,46194961,-,MSTRG.1027,MSTRG.1027.6,,
1,46194844,46194961,-,MSTRG.1027,ENST00000371984,POMGNT1,ENSG00000085998
1,46194844,46194961,-,MSTRG.1027,ENST00000371992,POMGNT1,ENSG00000085998
1,46194844,46194961,-,MSTRG.1027,MSTRG.1027.9,,
1,46194844,46194961,-,MSTRG.1027,ENST00000497439,POMGNT1,ENSG00000085998
16,66547971,66548065,-,MSTRG.12918,ENST00000567357,TK2,ENSG00000166548
14,21395298,21395352,-,MSTRG.9392,MSTRG.9392.1,,
14,21395298,21395352,-,MSTRG.9392,MSTRG.9392.2,,
14,21395298,21395352,-,MSTRG.9392,MSTRG.9392.3,,
14,21395298,21395352,-,MSTRG.9392,MSTRG.9392.5,,
14,21395298,21395352,-,MSTRG.9392,MSTRG.9392.6,,
14,21395298,21395352,-,MSTRG.9392,MSTRG.9392.8,,
14,21395298,21395352,-,MSTRG.9392,ENST00000430710,CHD8,ENSG00000100888
14,21395298,21395352,-,MSTRG.9392,MSTRG.9392.20,,
14,21395298,21395352,-,MSTRG.9392,ENST00000399982,CHD8,ENSG00000100888
14,21395298,21395352,-,MSTRG.9392,MSTRG.9392.22,,
14,21395298,21395352,-,MSTRG.9392,ENST00000557364,CHD8,ENSG00000100888
14,21395298,21395352,-,MSTRG.9392,ENST00000555962,CHD8,ENSG00000100888
12,50021062,50021177,-,MSTRG.7403,MSTRG.7403.1,,
12,50021062,50021177,-,MSTRG.7403,ENST00000427314,RACGAP1,ENSG00000161800
12,50021062,50021177,-,MSTRG.7403,MSTRG.7403.21,,
12,50021062,50021177,-,MSTRG.7403,MSTRG.7403.25,,
12,50021062,50021177,-,MSTRG.7403,MSTRG.7403.26,,
12,50021062,50021177,-,MSTRG.7403,ENST00000547905,RACGAP1,ENSG00000161800
12,50021062,50021177,-,MSTRG.7403,ENST00000549777,RACGAP1,ENSG00000161800
12,50021062,50021177,-,MSTRG.7403,ENST00000550651,RACGAP1,ENSG00000161800
12,50021062,50021177,-,MSTRG.7403,ENST00000552004,RACGAP1,ENSG00000161800
2,73950585,73950732,+,MSTRG.18855,MSTRG.18855.2,,
2,73950585,73950732,+,MSTRG.18855,MSTRG.18855.4,,
2,73950585,73950732,+,MSTRG.18855,ENST00000629438,DGUOK,ENSG00000114956
2,73950585,73950732,+,MSTRG.18855,ENST00000264093,DGUOK,ENSG00000114956
2,73950585,73950732,+,MSTRG.18855,MSTRG.18855.8,,
2,73950585,73950732,+,MSTRG.18855,MSTRG.18855.18,,
7,30438187,30438388,-,MSTRG.30053,MSTRG.30053.1,,
17,27307744,27307919,+,MSTRG.14043,MSTRG.14043.4,,
17,27307744,27307919,+,MSTRG.14043,MSTRG.14043.5,,
17,35820164,35820239,+,MSTRG.14312,MSTRG.14312.5,,
17,35820164,35820239,+,MSTRG.14312,MSTRG.14312.7,,
17,35820164,35820239,+,MSTRG.14312,MSTRG.14312.8,,
17,35820164,35820239,+,MSTRG.14312,MSTRG.14312.10,,
17,35820164,35820239,+,MSTRG.14312,ENST00000604879,TAF15,ENSG00000270647
17,35820164,35820239,+,MSTRG.14312,ENST00000604841,TAF15,ENSG00000270647
17,35820164,35820239,+,MSTRG.14312,MSTRG.14312.33,,
8,66456817,66456895,+,MSTRG.32174,MSTRG.32174.2,,
8,66456817,66456895,+,MSTRG.32174,ENST00000396623,ADHFE1,ENSG00000147576
8,66456817,66456895,+,MSTRG.32174,ENST00000415254,ADHFE1,ENSG00000147576
8,66456817,66456895,+,MSTRG.32174,ENST00000424777,ADHFE1,ENSG00000147576
8,66456817,66456895,+,MSTRG.32174,ENST00000276576,ADHFE1,ENSG00000147576
8,66456817,66456895,+,MSTRG.32174,ENST00000426810,ADHFE1,ENSG00000147576
8,66456817,66456895,+,MSTRG.32174,ENST00000496501,ADHFE1,ENSG00000147576
8,66456817,66456895,+,MSTRG.32174,ENST00000419955,ADHFE1,ENSG00000147576
8,66456817,66456895,+,MSTRG.32174,ENST00000480040,ADHFE1,ENSG00000147576
11,294321,294478,+,MSTRG.4924,ENST00000397660,PGGHG,ENSG00000142102
11,108135142,108135242,+,MSTRG.6323,ENST00000265838,ACAT1,ENSG00000075239
11,108135142,108135242,+,MSTRG.6323,MSTRG.6323.2,,
11,108135142,108135242,+,MSTRG.6323,MSTRG.6323.3,,
11,108135142,108135242,+,MSTRG.6323,MSTRG.6323.4,,
11,108135142,108135242,+,MSTRG.6323,MSTRG.6323.6,,
11,108135142,108135242,+,MSTRG.6323,ENST00000299355,ACAT1,ENSG00000075239
11,108135142,108135242,+,MSTRG.6323,ENST00000528370,ACAT1,ENSG00000075239
X,55748061,55748650,+,MSTRG.35021,MSTRG.35021.2,,
X,55748061,55748650,+,MSTRG.35021,MSTRG.35021.10,,
10,101704453,101704705,-,MSTRG.4592,MSTRG.4592.1,,
10,101704453,101704705,-,MSTRG.4592,MSTRG.4592.2,,
20,35651264,35655344,-,MSTRG.20955,MSTRG.20955.13,,
7,99485208,99485368,+,MSTRG.30727,ENST00000448667,ZNF789,ENSG00000198556
10,93460281,93460351,-,MSTRG.4459,MSTRG.4459.9,,
10,93460281,93460351,-,MSTRG.4459,MSTRG.4459.10,,
10,93460281,93460351,-,MSTRG.4459,MSTRG.4459.11,,
X,153694137,153694267,+,MSTRG.35701,MSTRG.35701.2,,
X,153694137,153694267,+,MSTRG.35701,MSTRG.35701.4,,
8,127983904,127984204,+,MSTRG.32729,MSTRG.32729.2,,
8,127983904,127984204,+,MSTRG.32729,MSTRG.32729.3,,
8,127983904,127984204,+,MSTRG.32729,MSTRG.32729.6,,
8,127983904,127984204,+,MSTRG.32729,MSTRG.32729.8,,
8,127983904,127984204,+,MSTRG.32729,MSTRG.32729.21,,
8,127983904,127984204,+,MSTRG.32729,MSTRG.32729.33,,
8,127983904,127984204,+,MSTRG.32729,ENST00000513868,PVT1,ENSG00000249859
17,59163599,59163664,+,MSTRG.14950,ENST00000578777,PRR11,ENSG00000068489
17,59163599,59163664,+,MSTRG.14950,MSTRG.14950.8,,
17,59163599,59163664,+,MSTRG.14950,ENST00000577457,PRR11,ENSG00000068489
1,207340391,207340508,+,MSTRG.2994,MSTRG.2994.3,,
1,207340391,207340508,+,MSTRG.2994,MSTRG.2994.6,,
1,207340391,207340508,+,MSTRG.2994,ENST00000314754,CD55,ENSG00000196352
1,27998284,27998351,-,MSTRG.628,MSTRG.628.2,,
1,27998284,27998351,-,MSTRG.628,ENST00000471498,EYA3,ENSG00000158161
13,106557559,106557616,-,MSTRG.9240,MSTRG.9240.3,,
13,106557559,106557616,-,MSTRG.9240,ENST00000375926,ARGLU1,ENSG00000134884
13,106557559,106557616,-,MSTRG.9240,ENST00000360629,ARGLU1,ENSG00000134884
16,75640184,75640349,-,MSTRG.13185,ENST00000319410,KARS,ENSG00000065427
16,75640184,75640349,-,MSTRG.13185,MSTRG.13185.2,,
16,75640184,75640349,-,MSTRG.13185,MSTRG.13185.3,,
16,75640184,75640349,-,MSTRG.13185,MSTRG.13185.4,,
16,75640184,75640349,-,MSTRG.13185,MSTRG.13185.5,,
16,75640184,75640349,-,MSTRG.13185,ENST00000302445,KARS,ENSG00000065427
16,75640184,75640349,-,MSTRG.13185,ENST00000566560,KARS,ENSG00000065427
16,75640184,75640349,-,MSTRG.13185,ENST00000568682,KARS,ENSG00000065427
16,75640184,75640349,-,MSTRG.13185,ENST00000570215,KARS,ENSG00000065427
14,24116972,24117044,+,MSTRG.9451,MSTRG.9451.5,,
14,24116972,24117044,+,MSTRG.9451,ENST00000561375,DCAF11,ENSG00000100897
14,24116972,24117044,+,MSTRG.9451,MSTRG.9451.14,,
14,24116972,24117044,+,MSTRG.9451,MSTRG.9451.15,,
14,24116972,24117044,+,MSTRG.9451,ENST00000560713,DCAF11,ENSG00000100897
14,24116972,24117044,+,MSTRG.9451,ENST00000560901,DCAF11,ENSG00000100897
14,24116972,24117044,+,MSTRG.9451,ENST00000559382,DCAF11,ENSG00000100897
14,24116972,24117044,+,MSTRG.9451,ENST00000561001,DCAF11,ENSG00000100897
14,24116972,24117044,+,MSTRG.9451,ENST00000561016,DCAF11,ENSG00000100897
14,24116972,24117044,+,MSTRG.9451,ENST00000558638,DCAF11,ENSG00000100897
14,24116972,24117044,+,MSTRG.9451,ENST00000559288,DCAF11,ENSG00000100897
14,24116972,24117044,+,MSTRG.9451,ENST00000559354,DCAF11,ENSG00000100897
14,24116972,24117044,+,MSTRG.9451,ENST00000558914,DCAF11,ENSG00000100897
14,24116972,24117044,+,MSTRG.9451,ENST00000560459,DCAF11,ENSG00000100897
14,24116972,24117044,+,MSTRG.9451,ENST00000396941,DCAF11,ENSG00000100897
6,52430228,52430374,+,MSTRG.28732,MSTRG.28732.15,,
6,52430228,52430374,+,MSTRG.28732,ENST00000637200,EFHC1,ENSG00000096093
6,135290423,135290525,-,MSTRG.29320,MSTRG.29320.1,,
6,135290423,135290525,-,MSTRG.29320,ENST00000367800,AHI1,ENSG00000135541
6,135290423,135290525,-,MSTRG.29320,MSTRG.29320.3,,
6,135290423,135290525,-,MSTRG.29320,MSTRG.29320.5,,
6,135290423,135290525,-,MSTRG.29320,MSTRG.29320.6,,
6,135290423,135290525,-,MSTRG.29320,MSTRG.29320.7,,
6,135290423,135290525,-,MSTRG.29320,MSTRG.29320.10,,
6,135290423,135290525,-,MSTRG.29320,MSTRG.29320.12,,
6,135290423,135290525,-,MSTRG.29320,MSTRG.29320.14,,
6,135290423,135290525,-,MSTRG.29320,MSTRG.29320.15,,
6,135290423,135290525,-,MSTRG.29320,MSTRG.29320.18,,
6,135290423,135290525,-,MSTRG.29320,ENST00000457866,AHI1,ENSG00000135541
6,135290423,135290525,-,MSTRG.29320,ENST00000475846,AHI1,ENSG00000135541
6,135290423,135290525,-,MSTRG.29320,ENST00000498558,AHI1,ENSG00000135541
6,135290423,135290525,-,MSTRG.29320,MSTRG.29320.25,,
6,135290423,135290525,-,MSTRG.29320,MSTRG.29320.26,,
6,135290423,135290525,-,MSTRG.29320,MSTRG.29320.28,,
6,135290423,135290525,-,MSTRG.29320,MSTRG.29320.30,,
6,135290423,135290525,-,MSTRG.29320,ENST00000527681,AHI1,ENSG00000135541
6,135290423,135290525,-,MSTRG.29320,MSTRG.29320.33,,
6,135290423,135290525,-,MSTRG.29320,MSTRG.29320.35,,
6,135290423,135290525,-,MSTRG.29320,MSTRG.29320.36,,
6,135290423,135290525,-,MSTRG.29320,ENST00000265602,AHI1,ENSG00000135541
1,155061904,155061975,+,MSTRG.2260,ENST00000527418,ADAM15,ENSG00000143537
1,155061904,155061975,+,MSTRG.2260,ENST00000359280,ADAM15,ENSG00000143537
1,155061904,155061975,+,MSTRG.2260,ENST00000449910,ADAM15,ENSG00000143537
1,155061904,155061975,+,MSTRG.2260,ENST00000356955,ADAM15,ENSG00000143537
1,155061904,155061975,+,MSTRG.2260,ENST00000472434,ADAM15,ENSG00000143537
1,849484,849602,+,MSTRG.40,MSTRG.40.2,,
1,849484,849602,+,MSTRG.40,ENST00000610067,LINC01128,ENSG00000228794
1,849484,849602,+,MSTRG.40,ENST00000608189,LINC01128,ENSG00000228794
1,849484,849602,+,MSTRG.40,ENST00000609009,LINC01128,ENSG00000228794
11,66845500,66845562,+,MSTRG.5828,MSTRG.5828.5,,
11,66845500,66845562,+,MSTRG.5828,ENST00000309657,RCE1,ENSG00000173653
11,66845500,66845562,+,MSTRG.5828,MSTRG.5828.42,,
11,66845500,66845562,+,MSTRG.5828,ENST00000524849,RCE1,ENSG00000173653
11,66845500,66845562,+,MSTRG.5828,ENST00000525356,RCE1,ENSG00000173653
7,6010634,6010771,+,MSTRG.29797,MSTRG.29797.5,,
15,55359539,55361324,-,MSTRG.11051,MSTRG.11051.1,,
2,171022872,171023129,-,MSTRG.19765,MSTRG.19765.6,,
2,171022872,171023129,-,MSTRG.19765,ENST00000359766,TLK1,ENSG00000198586
2,171022872,171023129,-,MSTRG.19765,ENST00000409443,TLK1,ENSG00000198586
7,100859050,100859161,+,MSTRG.30788,ENST00000540482,SLC12A9,ENSG00000146828
7,100859050,100859161,+,MSTRG.30788,MSTRG.30788.4,,
7,100859050,100859161,+,MSTRG.30788,ENST00000418037,SLC12A9,ENSG00000146828
7,100859050,100859161,+,MSTRG.30788,ENST00000415287,SLC12A9,ENSG00000146828
7,100859050,100859161,+,MSTRG.30788,MSTRG.30788.7,,
7,100859050,100859161,+,MSTRG.30788,MSTRG.30788.8,,
7,100859050,100859161,+,MSTRG.30788,ENST00000354161,SLC12A9,ENSG00000146828
7,100859050,100859161,+,MSTRG.30788,ENST00000416675,SLC12A9,ENSG00000146828
7,100859050,100859161,+,MSTRG.30788,ENST00000475687,SLC12A9,ENSG00000146828
7,100859050,100859161,+,MSTRG.30788,ENST00000467972,SLC12A9,ENSG00000146828
7,100859050,100859161,+,MSTRG.30788,ENST00000497958,SLC12A9,ENSG00000146828
22,41213893,41214026,+,MSTRG.22391,ENST00000216237,L3MBTL2,ENSG00000100395
22,41213893,41214026,+,MSTRG.22391,MSTRG.22391.3,,
22,41213893,41214026,+,MSTRG.22391,MSTRG.22391.4,,
22,41213893,41214026,+,MSTRG.22391,ENST00000489136,L3MBTL2,ENSG00000100395
22,41213893,41214026,+,MSTRG.22391,MSTRG.22391.7,,
22,41213893,41214026,+,MSTRG.22391,ENST00000466589,L3MBTL2,ENSG00000100395
22,41213893,41214026,+,MSTRG.22391,ENST00000479978,L3MBTL2,ENSG00000100395
22,41213893,41214026,+,MSTRG.22391,ENST00000452106,L3MBTL2,ENSG00000100395
22,41213893,41214026,+,MSTRG.22391,ENST00000450939,L3MBTL2,ENSG00000100395
1,58530601,58530729,-,MSTRG.1213,MSTRG.1213.12,,
1,58530601,58530729,-,MSTRG.1213,ENST00000421528,OMA1,ENSG00000162600
1,58530601,58530729,-,MSTRG.1213,MSTRG.1213.16,,
1,58530601,58530729,-,MSTRG.1213,MSTRG.1213.17,,
1,58530601,58530729,-,MSTRG.1213,MSTRG.1213.18,,
1,58530601,58530729,-,MSTRG.1213,MSTRG.1213.19,,
1,58530601,58530729,-,MSTRG.1213,MSTRG.1213.20,,
1,58530601,58530729,-,MSTRG.1213,MSTRG.1213.21,,
1,58530601,58530729,-,MSTRG.1213,MSTRG.1213.22,,
1,58530601,58530729,-,MSTRG.1213,MSTRG.1213.23,,
1,58530601,58530729,-,MSTRG.1213,MSTRG.1213.24,,
1,58530601,58530729,-,MSTRG.1213,MSTRG.1213.26,,
1,58530601,58530729,-,MSTRG.1213,MSTRG.1213.27,,
1,58530601,58530729,-,MSTRG.1213,MSTRG.1213.28,,
1,58530601,58530729,-,MSTRG.1213,MSTRG.1213.29,,
1,58530601,58530729,-,MSTRG.1213,ENST00000371226,OMA1,ENSG00000162600
6,41068841,41068953,-,MSTRG.28586,ENST00000479950,OARD1,ENSG00000124596
6,41068841,41068953,-,MSTRG.28586,ENST00000463088,OARD1,ENSG00000124596
6,41068841,41068953,-,MSTRG.28586,ENST00000424266,OARD1,ENSG00000124596
6,41068841,41068953,-,MSTRG.28586,ENST00000468811,OARD1,ENSG00000124596
6,41068841,41068953,-,MSTRG.28586,ENST00000486443,OARD1,ENSG00000124596
6,41068841,41068953,-,MSTRG.28586,ENST00000488238,OARD1,ENSG00000124596
3,172752150,172752436,+,MSTRG.24239,MSTRG.24239.15,,
3,172752150,172752436,+,MSTRG.24239,MSTRG.24239.18,,
3,172752150,172752436,+,MSTRG.24239,MSTRG.24239.19,,
3,172752150,172752436,+,MSTRG.24239,MSTRG.24239.22,,
3,172752150,172752436,+,MSTRG.24239,MSTRG.24239.24,,
3,172752150,172752436,+,MSTRG.24239,ENST00000366090,ECT2,ENSG00000114346
11,82913957,82914170,+,MSTRG.6141,ENST00000525361,DDIAS,ENSG00000165490
11,82913957,82914170,+,MSTRG.6141,MSTRG.6141.10,,
11,82913957,82914170,+,MSTRG.6141,MSTRG.6141.13,,
17,6649982,6650078,-,MSTRG.13630,ENST00000225728,MED31,ENSG00000108590
17,6649982,6650078,-,MSTRG.13630,ENST00000574128,MED31,ENSG00000108590
7,152027597,152027718,+,MSTRG.31483,MSTRG.31483.1,,
7,152027597,152027718,+,MSTRG.31483,MSTRG.31483.3,,
7,152027597,152027718,+,MSTRG.31483,MSTRG.31483.6,,
7,152027597,152027718,+,MSTRG.31483,ENST00000431668,GALNT11,ENSG00000178234
1,39378461,39378523,+,MSTRG.833,ENST00000567887,MACF1,ENSG00000127603
1,39378461,39378523,+,MSTRG.833,ENST00000372915,MACF1,ENSG00000127603
